UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
201924093E	9670147	FU LI WELLNESS PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
201924126D	6084519	TST FOOD SOLUTIONS PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	52101
201924324K	9670083	IGNITION LABS PTE. LTD.	unknown	J58-61	Telecommunications, Broadcasting & Publishing	58132
201924489R	9670031	VIZZIO TECHNOLOGIES PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62090
201924528D	6084527	WEI DAO FOOD PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	43301
201924552R	9670007	YONJIA CORPORATION PTE. LTD.	(3) 100-249	F41-43	Construction	41009
201924559M	6084529	L-M PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	47732
201924562H	9670001	AN XING TECHNOLOGY PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
201924654M	6154173	SP HOME COOLING PTE. LTD.	(2) 25-99	A,B,D,E,V	Others	35300
201924752E	6084543	365 F&B MANAGEMENT PTE. LTD.	unknown	I56	Food and Beverage Services	56140
201924833E	9669907	SPRING CLEANING SERVICES PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
201924845Z	9654807	CHINDAMANI RK RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56122
201924886C	6084547	CHAMPIONX SG SERVICE PTE. LTD.	(3) 100-249	C19-21	Petroleum, Chemical & Pharmaceutical Products	20293
201924977N	9669867	SUNRISE CAPITAL MANAGEMENT PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66306
201924992E	9669863	RKS M & E PTE. LTD.	(1) 10-24	F41-43	Construction	43220
201925016M	6084553	JW KOREAN FOOD STORIES PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201925018N	6084555	YA XING CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201925031D	9669849	YIRUN F&B PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201925033E	6142872	RAYAN ENGINEERING PTE. LTD.	(3) 100-249	F41-43	Construction	41009
201925037H	6084559	MOTORMED PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95301
201925066R	6180988	SQUARESHIFT TECHNOLOGIES PTE. LTD.	unknown	J62-63	IT & Other Information Services	62090
201925077Z	9669837	GHOWS LLC	unknown	M69-70	Legal, Accounting & Management Services	69101
201925080R	6084561	HOKI 150 PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201925089N	6154181	HOKI 150A PTE. LTD.	(2) 25-99	L68	Real Estate Services	68104
201925128C	9669823	BRIGHT POINT CAPITAL PTE. LTD.	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	66309
201925141K	9669813	YEE HENG FOUNDATION PTE. LTD.	(2) 25-99	F41-43	Construction	43901
201925242R	9642001	CRESPAC PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85408
201925313D	6149590	NAVEER BUILDERS PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201925325W	6084573	CHINDAMANI PTE. LTD.	unknown	I56	Food and Beverage Services	56122
201925374K	9669767	PAPILLA HAIR PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	56122
201925397H	6202407	EVOLVE APAC PTE. LTD.	unknown	M72-75	Other Professional Services	73100
201925403E	9669761	QIN YUAN SERVICE PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96024
201925427N	9651865	TRISQUARE ENGINEERING PTE. LTD.	(2) 25-99	F41-43	Construction	42101
201925429R	9653813	SAPPHIRE ENGINEERING WORKS PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201925443R	6084579	MAPLEBEAR KIDS COVE PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201925470C	9669721	FAIRY YU PTE. LTD.	(1) 10-24	G47	Retail Trade	47719
201925495C	9669713	OCENTRA OFFSHORE PTE. LTD.	(1) 10-24	M71	Architectural & Engineering Services	71129
201925505C	9669707	OLD HABITS SG PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201925524R	6117736	STACKTRIBE PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70209
201925550K	6084583	LEADER MANUFACTURING PTE. LTD.	(2) 25-99	Cothers	Other Manufacturing Industries	47412
201925608H	9669683	PERTAMINA INTERNATIONAL MARKETING AND DISTRIBUTION PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46662
201925624K	9669679	XIN VEGGIES ENTERPRISE PTE. LTD.	unknown	C10-12	Food, Beverages & Tobacco	10799
201925627D	9669677	LK ENGINEERING PRIVATE LIMITED	(2) 25-99	F41-43	Construction	43220
201925638G	6117311	MULBERRY LEARNING CENTRE @ KALLANG PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201925682E	6142889	AG SERVICES PRIVATE LIMITED	(1) 10-24	F41-43	Construction	42201
201925690R	9669655	LIVING HALL CONCEPT PTE. LTD.	unknown	G47	Retail Trade	47510
201925725R	9669647	CWMCE PTE. LTD.	unknown	M71	Architectural & Engineering Services	71121
201925806R	6084595	LYNSTON WERKS PTE. LTD.	(0) E1	C29-30	Transport Equipment	29300
201925861W	6084599	LEOTECH MARINE & INDUSTRIAL SERVICES PTE. LTD.	(3) 100-249	H50,5222,5225	Water Transport & Supporting Services	52229
201925929H	6084601	TAI HE SHUN PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201925973G	6084603	SNL CONSTRUCTION AND TRANSPORT SERVICES PTE. LTD.	(3) 100-249	F41-43	Construction	41001
201925975H	9641987	GTECH DIGITAL PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	41001
201926077R	6084609	CDM WORLD PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56112
201926082N	9669561	ADVANCA PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62011
201926123D	6143034	WS GLOBAL F & B MANAGEMENT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
201926126R	6084615	TOP DESIGN SALON PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96021
201926141G	6084617	KAPA'S KITCHEN PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10750
201926256H	6084625	SALIVATING GOODNESS PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201926287W	6084627	BDX (SINGAPORE) PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
201926337H	6206959	QUEEN VENATION PTE. LTD.	unknown	G46	Wholesale Trade	46900
201926377Z	6084631	CHONGHWA FOOD SERVICES PTE. LTD.	unknown	G47	Retail Trade	47211
201926399G	6084633	FABRIC ON PTE. LTD.	(1) 10-24	Cothers	Other Manufacturing Industries	14109
201926428C	6084635	SHINE AND SPARK SOLUTIONS PTE. LTD.	(2) 25-99	N78	Employment Activities	78102
201926454R	6181244	RZER PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95301
201926458Z	6181245	L&Y FAMILY OFFICE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
201926501N	6084639	JMV ALUMINIUM FACADE PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	25999
201926553Z	6143043	NIJI DIGITAL PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
201926641Z	9669385	JING HOUSE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201926705G	9669367	1AND8 SINGAPORE PTE. LTD.	(2) 25-99	R90-93	Arts, Entertainment and Recreation	93209
201926712G	6206961	SUMO LOGIC SINGAPORE PRIVATE LIMITED	(1) 10-24	J62-63	IT & Other Information Services	63119
201926726D	9669359	CRX INFINITY PTE. LTD.	unknown	F41-43	Construction	41009
201926734N	9669355	HONG ZHENG LIANG YI (S) PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	86202
201926755K	6116493	CHU TECHNOLOGIES PRIVATE LIMITED	(1) 10-24	J62-63	IT & Other Information Services	62011
201926800G	6084649	SIEMENS ENERGY PTE. LTD.	(4) 250 & above	M71	Architectural & Engineering Services	71122
201926817R	6084651	GALA FOOD (HLM) PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201926842Z	6084653	FEN DA CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201926845M	6084655	JIAJIAFU TRADING PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46900
201926898H	6117446	AMPERSAND 7 PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46223
201926918C	9669301	KOUBEI BROTHERS PTE. LTD.	unknown	G46	Wholesale Trade	46900
201926925C	9669299	SHREDDEDTWINZ PTE. LTD.	(1) 10-24	G47	Retail Trade	47220
201927024R	9669283	A&K PRIVATE LIMITED	unknown	F41-43	Construction	41001
201927033W	9669279	SPEARDOME PTE. LTD.	unknown	J62-63	IT & Other Information Services	63909
201927045M	6084663	TOP DURIAN STATION 02 PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46301
201927066H	6084667	350 UBI PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201927134D	6149601	FIRE GRILL PTE. LTD.	unknown	G47	Retail Trade	47219
201927154H	9669241	LINNOVATE PARTNERS AFS PTE. LTD.	(2) 25-99	J62-63	IT & Other Information Services	62011
201927290K	6084673	SWEE CHOON KITCHEN PTE. LTD.	(2) 25-99	C10-12	Food, Beverages & Tobacco	10799
201927363Z	6084677	PROSPEROUS DELI PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201927369E	9641967	JEIWIN ENGINEERING & CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201927416D	6084681	AL-NASRY CHILDCARE PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	59114
201927464E	6117568	SHENG YONG WANG CATERING PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201927498G	6117441	ASCEND MARINE AND TECHNOLOGIES PTE. LTD.	(3) 100-249	F41-43	Construction	42903
201927517H	6084685	NTD PTE. LTD.	(3) 100-249	R90-93	Arts, Entertainment and Recreation	93203
201927586G	9669117	XINGSHUN ENGINEERING PTE. LTD.	(2) 25-99	F41-43	Construction	41009
201927608C	6084687	AL-ZAMAS RIVER VALLEY PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201927678K	6084689	FENG FOODS INTERNATIONAL PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201927786R	6143069	DIGITAL SERVICES SG FOUR PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
201927794G	9641953	QUESTDEV PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
201927823C	9654805	TRIDENT CONTRACTS PTE. LTD.	(3) 100-249	N78	Employment Activities	78102
201927829G	6084691	TING YU XUAN PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96029
201927870M	9669051	AWAKEN GENERATION LTD.	(1) 10-24	O84,P85	Public Administration and Education	85408
201927912M	6084693	FORTUNE 8 VENTURE PTE. LTD.	(0) E1	I56	Food and Beverage Services	56122
201927917G	6084695	JOLO FAMILY KARAOKE PTE. LTD.	(2) 25-99	R90-93	Arts, Entertainment and Recreation	93203
201927987R	6116906	OLA CHAT PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
201928094C	6084699	MKJ HAPPY STATION PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56112
201928113D	6084701	ESSEN F&B PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56140
201928162R	6084705	DS BUILDER PTE. LTD.	(3) 100-249	F41-43	Construction	41009
201928197H	6084707	G LUCKY PTE. LTD.	unknown	L68	Real Estate Services	68104
201928203E	9668977	AETOS COMMUNICATIONS PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
201928315N	9668951	CUPRINA PTE. LTD.	(1) 10-24	Cothers	Other Manufacturing Industries	32502
201928327H	9668947	GSV ENGINEERING AND CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	43220
201928369C	9668937	RECODED PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62012
201928385D	9668931	CHORD X PTE. LTD.	unknown	J62-63	IT & Other Information Services	63119
201928406G	6256292	HAYASHI DINING PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201928417K	6143225	NIWA DINING PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201928447H	9668911	PLANET LABS SINGAPORE PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	63119
201928503H	6143228	VASILIA LUXE BEAUTY PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96029
201928529Z	9668893	RIA FINANCIAL SERVICES SINGAPORE PTE. LTD.	(0) E1	K64 & 66 (excl. 662)	Financial Services	64993
201928583K	6116915	OOPS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201928638R	9654803	LMDA PTE. LTD.	unknown	G46	Wholesale Trade	46900
201928699D	6229909	BITONIC TECHNOLOGY LABS PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
201928850D	6181258	ELITE GLOBAL OIL & GAS PTE. LTD.	unknown	M71	Architectural & Engineering Services	71126
201928868D	6084727	PNH SERVICES PTE. LTD.	(3) 100-249	A,B,D,E,V	Others	38100
201928905H	9668765	NATBRIDGE TRADING PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46620
201928952Z	9668755	EUROKARS EV PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	95301
201928980R	9654401	GREAT HEALTH TECHNOLOGIES PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201928981G	9668743	AIR CHARTER SERVICE (SINGAPORE) PRIVATE LIMITED	(1) 10-24	H51,5223	Air Transport & Supporting Services	51005
201929135G	6143244	KRYPTONDATA TECHNOLOGY PTE. LTD.	(0) E1	G46	Wholesale Trade	46511
201929242C	9668667	SG ENGINEERING & INSPECTION PTE. LTD.	unknown	M71	Architectural & Engineering Services	71124
201929287G	9648381	SATISFIC PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
201929298K	9668655	NB ENGINEERING AND SERVICES PTE. LTD.	unknown	F41-43	Construction	41001
201929430R	6084743	AL AFRIDA PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	85509
201929531C	6181267	CLOUDUN TECHNOLOGY PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	62011
201929549C	9668575	KOPIFELLAS GROUP PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201929643K	6117693	THE SHAKE AFFINITY PTE. LTD.	(2) 25-99	C10-12	Food, Beverages & Tobacco	11041
201929685D	9668535	PERFORMANCE AUTOHAUS PRIVATE LIMITED	unknown	S,T,U	Other Community, Social & Personal Services	95301
201929696G	6084755	2ND AUTO PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95301
201929730Z	9654801	EROS MGT PTE. LTD.	unknown	N81	Cleaning and Landscaping	81300
201929767N	9653155	AVIATE SERVICES SINGAPORE PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30302
201929813C	6143402	SHOPEEPAY PRIVATE LIMITED	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	66195
201929840G	9668487	PANGAEA LOGISTICS PTE. LTD.	unknown	G47	Retail Trade	47711
201929842H	6084761	SUNSHINE KIDS PRESCHOOL @WOODLANDS PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201929871R	6084763	SOMETHING SPECIAL PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
201929878M	6084765	AL HANIF PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
201929927M	6229914	PASTURE PHARMAHUB PTE. LTD.	unknown	G46	Wholesale Trade	46461
201929957K	9668459	TEKONG CONSTRUCTION PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201929958C	9648373	A & A TECH TRADING PTE. LTD.	unknown	G47	Retail Trade	47109
201929966M	9668457	CHINA CITY CONSTRUCTION 13TH BUREAU (S) PTE. LTD.	unknown	F41-43	Construction	41001
201930039G	9641877	COSMOSTAR SINGAPORE PRIVATE LIMITED	(2) 25-99	G46	Wholesale Trade	46411
201930043N	9668437	FOOD SCIENTIST PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10712
201930076E	9668433	TCS CENTRAL PTE. LTD.	(3) 100-249	I56	Food and Beverage Services	56112
201930081D	9668427	SNOWFLOWER PTE. LTD.	unknown	G47	Retail Trade	47714
201930113K	9668419	SHALOM OFFSHORE MARINE PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
201930125E	9668415	ENERGIA GLOBAL TRAVEL PTE. LTD.	unknown	J62-63	IT & Other Information Services	63204
201930151Z	6084767	NW FOODS PTE. LTD.	unknown	G47	Retail Trade	47220
201930176Z	6084769	TRADITIONAL CLAYPOT RICE . NOODLE (PRIVATE LIMITED)	(1) 10-24	G47	Retail Trade	47219
201930224H	6084771	JAY & JAY HAIR STUDIO PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96021
201930261G	6084773	FAMICARE BEDOK CLINIC PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	86201
201930273C	9668375	MOL ENCEAN PTE. LTD.	(0) E1	H50,5222,5225	Water Transport & Supporting Services	79101
201930328G	9668355	TANIUM SINGAPORE PTE. LTD.	(0) E1	M69-70	Legal, Accounting & Management Services	70201
201930515K	9668307	SAM EDUCORNER PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
201930521Z	6084787	SJ 1 PTE. LTD.	(3) 100-249	Q86-88	Health and Social Services	86202
201930559E	6143419	IMPACT BPO SERVICES PTE. LTD.	unknown	N78	Employment Activities	78104
201930676M	6084789	MALU MALU SEAFOOD PTE. LTD.	unknown	I56	Food and Beverage Services	56140
201930698Z	9668247	MN WORKS PTE. LTD.	unknown	F41-43	Construction	41001
201930711R	9668243	MOD TEN TECHNOLOGIES PTE. LIMITED	unknown	J62-63	IT & Other Information Services	62022
201930729R	6084791	CHUC GUONG 2 PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201930743R	6084793	MAKEWAY PACIFIC PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	52292
201930845M	6084799	NATURAL SALON PTE. LTD.	(0) E1	S,T,U	Other Community, Social & Personal Services	96021
201930855E	9668191	BRILLIANT TOTS CENTRE PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201930970K	6084803	THE NATURE SPA LYNN AESTHETIC PRIVATE LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96022
201930985W	9668149	EAZEA PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201930986H	6084805	KYOTEN JAPANESE CUISINE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201931036K	6084807	MJ ENTERPRISE PTE. LTD.	(2) 25-99	G47	Retail Trade	47211
201931062E	9668123	SUBAM EXPRESS PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201931119M	6084813	KYOTO SPA PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96022
201931125C	6084815	KIND KONES PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46305
201931245C	6229923	SETTE PTE. LTD.	unknown	G47	Retail Trade	47711
201931459G	9668033	HYDROV SINGAPORE PTE. LTD.	(1) 10-24	C29-30	Transport Equipment	42903
201931460C	9668031	URBAN HOME EXPERTS PTE. LIMITED	(1) 10-24	J62-63	IT & Other Information Services	62011
201931475H	6084825	SGS SERVICES PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
201931478C	9668021	FANG HE BUILDERS PTE. LTD.	(2) 25-99	F41-43	Construction	41001
201931511D	9668013	CHEONGDAM (NOVENA) PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96022
201931544N	6116936	PATISSIER WOO HOLDINGS PRIVATE LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	41001
201931590N	9653145	NAM HEONG (S) PTE. LTD.	unknown	I56	Food and Beverage Services	56122
201931610G	6084831	DFH FOOD & BEVERAGE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
201931617D	6202455	ETHER CENTURY PTE. LTD.	unknown	J62-63	IT & Other Information Services	63909
201931729M	6084837	MY DERM SPECIALIST CLINIC PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	86203
201931767C	9667943	SL CATERING MANAGEMENT PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46309
201931793R	9667935	OATLY SINGAPORE OPERATIONS & SUPPLY PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10799
201931795W	6084839	SINGAPORE TIANTU PTE. LTD.	unknown	M72-75	Other Professional Services	62011
201931839Z	9667921	HARMONI PRESKOOL @ KALLANG PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	88911
201931843G	9667919	YONDR SINGAPORE PTE. LTD.	(1) 10-24	M69-70	Legal, Accounting & Management Services	70101
201931930R	6143589	CHEVRON (INTERNATIONAL) TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46610
201931953N	6084847	VIM 2 PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96021
201932142K	6084853	SDM-MORIAH PRESCHOOL (FLORA VISTA) PTE. LTD.	unknown	Q86-88	Health and Social Services	88911
201932181K	6084857	KENGEE BAKERY PTE. LTD.	(0) E1	G47	Retail Trade	47213
201932283G	6084865	183 CENTRAL FOODCOURT PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10763
201932357G	6117213	L & L CONSTRUCTION AND TRADING (PTE. LTD.)	(2) 25-99	F41-43	Construction	41009
201932409Z	9667787	TOA PAYOH NEW HONG KONG RESTAURANT PTE. LTD.	(0) E1	I56	Food and Beverage Services	56122
201932450E	6084873	MOUNT PLEASANT VETERINARY CENTRE (EAST) PTE. LTD.	(1) 10-24	M72-75	Other Professional Services	75000
201932475E	9667775	TONG FONG FATT ENTERPRISE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
201932493H	9654177	LOVE HOUSE SERVICES PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
201932537K	6154227	THE REPAIR CLINIC PTE. LTD.	unknown	G46	Wholesale Trade	46900
201932538C	9651815	JI-MOVE PTE. LTD.	unknown	C29-30	Transport Equipment	30920
201932607G	9667745	MULBERRY LEARNING CENTRE @ FUSIONOPOLIS PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
201932798G	9667699	EMPOWERING HOLDINGS PTE. LTD.	(2) 25-99	N78	Employment Activities	78102
201932862W	9667677	FUNDAMENTAL FOODS PTE. LTD.	unknown	G46	Wholesale Trade	46303
201932925N	6149632	KORPORATIO SING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
201932932N	6143623	CRAFT MARINE & OFFSHORE PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
201932989N	6084887	TISHON TRADING PTE. LTD.	(0) E1	G47	Retail Trade	47102
201933005N	6084889	1 ADLER PTE. LTD.	unknown	N80	Securities & Investigation	80100
201933032Z	9651807	SYNTECH TIMBER PTE. LTD.	(1) 10-24	F41-43	Construction	41001
201933194M	6158148	VINS MASTERZ PRIVATE LIMITED	unknown	S,T,U	Other Community, Social & Personal Services	95301
201933219Z	6181290	THE WEEKEND FLORIST PTE. LTD.	unknown	G47	Retail Trade	47743
201933228C	6084897	NANYANG KAMPUNG PTE. LTD.	unknown	I56	Food and Beverage Services	56111
201933250M	9667565	GLOBAL PLANNING PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
201933324M	6084901	SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED	(4) 250 & above	O84,P85	Public Administration and Education	85304
201933361K	6084903	SRV HOSPITALITY PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
